24944c1d-6c44-4395-87eb-24d210b4d422,2,2025-11-02 20:27:38,"MULTI:UCB,UCSD",what are ucb and ucsd transfer requirements?,"{""intent"": ""find_requirements"", ""parameters"": {""campuses"": [""UCB"", ""UCSD""], ""campus"": ""UCB""}, ""filters"": {""focus_only"": null, ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": []}}",,,2,Transfer prep for UC Berkeley:\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-194/294 — Linear Algebra/Differential Equations (8 units)\n\nTransfer prep for UC San Diego:\nNo DVC course mappings found.
4d3b6126-258b-4fac-9de9-4e5237d0bc8e,1,2025-11-15 23:13:01,"MULTI:UCB,UCSD",Show me the required courses for UCSD and UCB.,"{""intent"": ""find_requirements"", ""parameters"": {""campuses"": [""UCB"", ""UCSD""], ""campus"": ""UCB""}, ""filters"": {""focus_only"": null, ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": []}}",,,21,"Transfer prep for UC Berkeley:\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-194/294 — Linear Algebra/Differential Equations (8 units)\n• COMPSC-140 — Python Programming (3 units)\n• COMPSC-240/MATH 192 — Advanced Python Programming/Analytic Geometry and Calculus 1 (8 units)\n• COMSC-210 — Program Design and Data Structures (4 units)\n• COMSC-260 — Assembly Language Programming/Computer Organization (4 units)\n\nTransfer prep for UC Berkeley:\n• COMSC-171/255 — Introduction to UNIX and Linux/Programming with Java (4 units)\n• COMSC-200 — Object Oriented Programming C++ (4 units)\n• COMSC-210/200 — Program Design and Data Structures/Object Oriented Programming C++ (8 units)\n• MATH-195 — Discrete Mathematics (4 units)\n• COMSC-230 — Discrete Mathematical Structures for Computer Science (3 units)\n• COMSC-260 — Assembly Language Programming/Computer Organization (4 units)\n• MATH-194 — Linear Algebra (3 units)\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-193 — Analytic Geometry and Calculus II (5 units)\n• MATH-292 — Analytic Geometry and Calculus III (5 units)\n• BIOSC-130/131 — Principles of Cellular and Molecular Biology/Principles of Organismal Biology, Evolution, and Ecology (10 units)\n• CHEM-120 — General College Chemistry I (5 units)\n• CHEM-120/121 — General College Chemistry I/II (10 units)\n• PHYS-130 — Physics for Engineers and Scientists A: Mechanics and Wave Motion (4 units)\n• PHYS-230 — Physics for Engineers and Scientists B (4 units)"
b7bc812a-3779-4b9c-8a31-13b381001b89,1,2025-11-15 23:15:33,"MULTI:UCB,UCSD",what are the course requirements for ucsd and ucb?,"{""intent"": ""find_requirements"", ""parameters"": {""campuses"": [""UCB"", ""UCSD""], ""campus"": ""UCB""}, ""filters"": {""focus_only"": null, ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": []}}",,,21,"Transfer prep for UC Berkeley:\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-194/294 — Linear Algebra/Differential Equations (8 units)\n• COMPSC-140 — Python Programming (3 units)\n• COMPSC-240/MATH 192 — Advanced Python Programming/Analytic Geometry and Calculus 1 (8 units)\n• COMSC-210 — Program Design and Data Structures (4 units)\n• COMSC-260 — Assembly Language Programming/Computer Organization (4 units)\n\nTransfer prep for UC Berkeley:\n• COMSC-171/255 — Introduction to UNIX and Linux/Programming with Java (4 units)\n• COMSC-200 — Object Oriented Programming C++ (4 units)\n• COMSC-210/200 — Program Design and Data Structures/Object Oriented Programming C++ (8 units)\n• MATH-195 — Discrete Mathematics (4 units)\n• COMSC-230 — Discrete Mathematical Structures for Computer Science (3 units)\n• COMSC-260 — Assembly Language Programming/Computer Organization (4 units)\n• MATH-194 — Linear Algebra (3 units)\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-193 — Analytic Geometry and Calculus II (5 units)\n• MATH-292 — Analytic Geometry and Calculus III (5 units)\n• BIOSC-130/131 — Principles of Cellular and Molecular Biology/Principles of Organismal Biology, Evolution, and Ecology (10 units)\n• CHEM-120 — General College Chemistry I (5 units)\n• CHEM-120/121 — General College Chemistry I/II (10 units)\n• PHYS-130 — Physics for Engineers and Scientists A: Mechanics and Wave Motion (4 units)\n• PHYS-230 — Physics for Engineers and Scientists B (4 units)"
3bde39b0-bf62-4ce8-b736-23f611b878c5,1,2025-11-15 23:18:58,"MULTI:UCB,UCSD",Show me the required courses for UCSD and UCB.,"{""intent"": ""find_requirements"", ""parameters"": {""campuses"": [""UCB"", ""UCSD""], ""campus"": ""UCB""}, ""filters"": {""focus_only"": null, ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": []}}",,,21,"Transfer prep for UC Berkeley:\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-194/294 — Linear Algebra/Differential Equations (8 units)\n• COMPSC-140 — Python Programming (3 units)\n• COMPSC-240/MATH 192 — Advanced Python Programming/Analytic Geometry and Calculus 1 (8 units)\n• COMSC-210 — Program Design and Data Structures (4 units)\n• COMSC-260 — Assembly Language Programming/Computer Organization (4 units)\n\nTransfer prep for UC Berkeley:\n• COMSC-171/255 — Introduction to UNIX and Linux/Programming with Java (4 units)\n• COMSC-200 — Object Oriented Programming C++ (4 units)\n• COMSC-210/200 — Program Design and Data Structures/Object Oriented Programming C++ (8 units)\n• MATH-195 — Discrete Mathematics (4 units)\n• COMSC-230 — Discrete Mathematical Structures for Computer Science (3 units)\n• COMSC-260 — Assembly Language Programming/Computer Organization (4 units)\n• MATH-194 — Linear Algebra (3 units)\n• MATH-192 — Analytic Geometry and Calculus I (5 units)\n• MATH-193 — Analytic Geometry and Calculus II (5 units)\n• MATH-292 — Analytic Geometry and Calculus III (5 units)\n• BIOSC-130/131 — Principles of Cellular and Molecular Biology/Principles of Organismal Biology, Evolution, and Ecology (10 units)\n• CHEM-120 — General College Chemistry I (5 units)\n• CHEM-120/121 — General College Chemistry I/II (10 units)\n• PHYS-130 — Physics for Engineers and Scientists A: Mechanics and Wave Motion (4 units)\n• PHYS-230 — Physics for Engineers and Scientists B (4 units)"
b50df54e-b538-4e2f-8dcf-7109f7a90a9d,1,2025-11-15 23:19:39,MULTI:UCB,What CS courses should I take at UC Berkeley?,"{""intent"": ""find_requirements"", ""parameters"": {""campus"": ""UCB"", ""campuses"": [""UCB""]}, ""filters"": {""focus_only"": ""cs"", ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": [""computer science""]}}",,,0,Transfer prep for UC Berkeley:\n• COMSC-200 — Object Oriented Programming C++ (4 units)
54534267-4f63-4a7f-8e19-1e8907c72e31,1,2025-11-15 23:20:27,MULTI:UCB,I want to study CS at UC Berkeley,"{""intent"": ""find_requirements"", ""parameters"": {""campus"": ""UCB"", ""campuses"": [""UCB""]}, ""filters"": {""focus_only"": ""cs"", ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": [""science""]}}",,,0,Transfer prep for UC Berkeley:\n• COMSC-200 — Object Oriented Programming C++ (4 units)
9dd002f1-8338-493d-8730-86ff73ee8036,1,2025-11-15 23:21:18,UC Berkeley,CS courses at UC Berkeley,"{""intent"": ""find_requirements"", ""parameters"": {""campus"": ""UCB"", ""campuses"": [""UCB""]}, ""filters"": {""focus_only"": ""cs"", ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": [""computer science""]}}",,,0,
2ad38856-d6c4-4a98-a9f7-5cc20692b26b,1,2025-11-15 23:21:53,MULTI:UCB,I want to study CS at UC Berkeley,"{""intent"": ""find_requirements"", ""parameters"": {""campus"": ""UCB"", ""campuses"": [""UCB""]}, ""filters"": {""focus_only"": ""cs"", ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": [""computer science""]}}",,,0,Transfer prep for UC Berkeley:\nNo DVC course mappings found.
6733113b-e3c7-4939-91fb-49ac92230379,1,2025-11-15 23:22:33,MULTI:UCB,I want to study CS at UC Berkeley,"{""intent"": ""find_requirements"", ""parameters"": {""campus"": ""UCB"", ""campuses"": [""UCB""]}, ""filters"": {""focus_only"": ""cs"", ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": [""computer science""]}}",,,0,Transfer prep for UC Berkeley:\nNo DVC course mappings found.
8f7dee68-6e88-4885-91e8-ed072ebda921,1,2025-11-15 23:26:31,MULTI:UCB,I want to study CS at UC Berkeley,"{""intent"": ""find_requirements"", ""parameters"": {""campus"": ""UCB"", ""campuses"": [""UCB""]}, ""filters"": {""focus_only"": ""cs"", ""required_only"": false, ""domains_completed"": [], ""completed_courses"": [], ""categories"": [""computer science""]}}",,,0,Transfer prep for UC Berkeley:\nNo DVC course mappings found.
